datestamp,file,id,influencer,initial,min,max
2022-01-08,2_PAO1_SA25923_2496,SA25923,r,1.47326289575178,-0.74473493770194,2.22165862921404
2022-01-08,2_PAO1_SA25923_2496,SA25923,k,16.7283802488353,0,21.5400045620714
2022-01-08,2_PAO1_SA25923_2496,SA25923,PAO1,-0.0205262591261952,-2,2
2022-01-08,2_PAO1_SA25923_4896,PAO1,r,0.430080183651007,-0.396044728127638,0.625844714334209
2022-01-08,2_PAO1_SA25923_4896,PAO1,k,20.0402710379605,0,24.4549571358813
2022-01-08,2_PAO1_SA25923_4896,PAO1,SA25923,0.00423319350561546,-2,2
2022-01-08,2_PAO1_SA25923_4896,SA25923,r,0.836231938362344,-0.327753190616875,1.19450980171541
2022-01-08,2_PAO1_SA25923_4896,SA25923,k,16.5379586476655,0,21.2668541453539
2022-01-08,2_PAO1_SA25923_4896,SA25923,PAO1,-0.00504317625492662,-2,2
2022-01-08,2_PAO1_SC5314,PAO1,r,0.0932284217598928,-1.91312229745388,3.55503899660185
2022-01-08,2_PAO1_SC5314,PAO1,k,19.486686758871,0,24.3704411517635
2022-01-08,2_PAO1_SC5314,PAO1,SC5314,-0.00429495312735438,-2,2
2022-01-08,2_PAO1_SC5314,SC5314,r,0.0300571026587608,-0.920543140571844,1.45456044820101
2022-01-08,2_PAO1_SC5314,SC5314,k,12.165624216887,0,15.7785595668833
2022-01-08,2_PAO1_SC5314,SC5314,PAO1,0.0505254969159833,-2,2
2022-01-08,2_PAO1_SC5314_0024,PAO1,r,2.70219753526598,-1.77322356304252,3.17790900825174
2022-01-08,2_PAO1_SC5314_0024,PAO1,k,29.774228472801,0,54.2063389288722
2022-01-08,2_PAO1_SC5314_0024,PAO1,SC5314,0.495176174179055,-2,2
2022-01-08,2_PAO1_SC5314_0024,SC5314,r,2.2279003620676,-0.388545262056657,2.50787313742619
2022-01-08,2_PAO1_SC5314_0024,SC5314,k,18.2472450923956,0,32.4448891422312
2022-01-08,2_PAO1_SC5314_0024,SC5314,PAO1,0.608096612225445,-2,2
2022-01-08,2_PAO1_SC5314_0048,PAO1,r,0.205209720508859,-1.23904773959886,2.52989245959734
2022-01-08,2_PAO1_SC5314_0048,PAO1,k,6.96711792836314,0,24.3627577232511
2022-01-08,2_PAO1_SC5314_0048,PAO1,SC5314,-0.638237595641352,-2,2
2022-01-08,2_PAO1_SC5314_0048,SC5314,r,0.000844961837483775,-1.01820928567994,0.715933265251492
2022-01-08,2_PAO1_SC5314_0048,SC5314,k,1.24516600158014,0,14.1547186838229
2022-01-08,2_PAO1_SC5314_0048,SC5314,PAO1,-0.713616813061855,-2,2
2022-01-08,2_PAO1_SC5314_2496,PAO1,r,0.381016561521928,-2.01254058252927,2.00566102015103
2022-01-08,2_PAO1_SC5314_2496,PAO1,k,19.2981614026059,0,24.5181919386517
2022-01-08,2_PAO1_SC5314_2496,PAO1,SC5314,0.041392312140686,-2,2
2022-01-08,2_PAO1_SC5314_2496,SC5314,r,0.00518522265979421,-0.655613711304514,1.98677637306559
2022-01-08,2_PAO1_SC5314_2496,SC5314,k,23.8530007438065,0,39.8357783064595
2022-01-08,2_PAO1_SC5314_2496,SC5314,PAO1,0.160688969930044,-2,2
2022-01-08,2_PAO1_SC5314_4896,PAO1,r,1.71913093614524,-1.28043263149325,1.91636459882258
2022-01-08,2_PAO1_SC5314_4896,PAO1,k,17.0917351838984,0,24.0712083102424
2022-01-08,2_PAO1_SC5314_4896,PAO1,SC5314,-0.0943895217623809,-2,2
2022-01-08,2_PAO1_SC5314_4896,SC5314,r,0.0136152609659728,-0.677045093604143,2.13523008601365
2022-01-08,2_PAO1_SC5314_4896,SC5314,k,23.6435099995573,0,39.5013056568234
2022-01-08,2_PAO1_SC5314_4896,SC5314,PAO1,0.33503996034366,-2,2
2022-01-08,2_SA25923_SC5314,SA25923,r,0.239905154922035,-1.64472812722095,3.20375385279727
2022-01-08,2_SA25923_SC5314,SA25923,k,18.0580591646493,0,23.2372039170932
2022-01-08,2_SA25923_SC5314,SA25923,SC5314,-0.0229693183871383,-2,2
2022-01-08,2_SA25923_SC5314,SC5314,r,0.0330753016659959,-0.970525829378383,2.02082621928273
2022-01-08,2_SA25923_SC5314,SC5314,k,12.5220030256354,0,16.0747190924251
2022-01-08,2_SA25923_SC5314,SC5314,SA25923,-0.0316335829464363,-2,2
2022-01-08,2_SA25923_SC5314_0024,SA25923,r,0.235242889731667,-1.08776925125738,3.0135364457631
2022-01-08,2_SA25923_SC5314_0024,SA25923,k,25.1671384389972,0,47.5244616148212
2022-01-08,2_SA25923_SC5314_0024,SA25923,SC5314,0.382580782101059,-2,2
2022-01-08,2_SA25923_SC5314_0024,SC5314,r,0.0117786556235399,-1.5460673476103,2.80822069218635
2022-01-08,2_SA25923_SC5314_0024,SC5314,k,15.8334284163014,0,15.9262502603571
2022-01-08,2_SA25923_SC5314_0024,SC5314,SA25923,-0.372149211452679,-2,2
2022-01-08,2_SA25923_SC5314_0048,SA25923,r,0.250086450168525,-0.809989535313995,2.44871653014821
2022-01-08,2_SA25923_SC5314_0048,SA25923,k,17.951755796405,0,22.4309444747648
2022-01-08,2_SA25923_SC5314_0048,SA25923,SC5314,-0.0424271185350035,-2,2
2022-01-08,2_SA25923_SC5314_0048,SC5314,r,0.0530872286338661,-1.08315416112122,2.82427275470033
2022-01-08,2_SA25923_SC5314_0048,SC5314,k,12.9913246537979,0,16.1043824599888
2022-01-08,2_SA25923_SC5314_0048,SC5314,SA25923,-0.0330376670214537,-2,2
2022-01-08,2_SA25923_SC5314_2496,SA25923,r,0.396208866093042,-0.695623591779183,1.29333018395562
2022-01-08,2_SA25923_SC5314_2496,SA25923,k,18.6324122844381,0,23.3479355148335
2022-01-08,2_SA25923_SC5314_2496,SA25923,SC5314,-0.00216810073858783,-2,2
2022-01-08,2_SA25923_SC5314_2496,SC5314,r,-0.369706252160416,-0.816716583412921,0.933889386211026
2022-01-08,2_SA25923_SC5314_2496,SC5314,k,12.7016880770732,0,16.041940605748
2022-01-08,2_SA25923_SC5314_2496,SC5314,SA25923,-0.00950322947185733,-2,2
2022-01-08,2_SA25923_SC5314_4896,SA25923,r,0.452377034829001,-0.533480336505901,0.71094679705194
2022-01-08,2_SA25923_SC5314_4896,SA25923,k,18.9984682464112,0,23.4226948587409
2022-01-08,2_SA25923_SC5314_4896,SA25923,SC5314,0.0141438701406607,-2,2
2022-01-08,2_SA25923_SC5314_4896,SC5314,r,0.964865573620835,-0.314116055055245,1.16152105612262
2022-01-08,2_SA25923_SC5314_4896,SC5314,k,12.7712640506814,0,16.1659180228138
2022-01-08,2_SA25923_SC5314_4896,SC5314,SA25923,-0.00385965553871816,-2,2
2022-01-08,3_PAO1_SA25923_SC5314,PAO1,r,1.09997084991374,-2.23165011509582,2.0597681642268
2022-01-08,3_PAO1_SA25923_SC5314,PAO1,k,17.7876916936577,0,23.5920032367801
2022-01-08,3_PAO1_SA25923_SC5314,PAO1,SA25923,-0.0519960023002257,-2,2
2022-01-08,3_PAO1_SA25923_SC5314,PAO1,SC5314,0.00821582463990821,-2,2
2022-01-08,3_PAO1_SA25923_SC5314,SA25923,r,0.0851429223434959,-1.79337225823217,2.55030297332231
2022-01-08,3_PAO1_SA25923_SC5314,SA25923,k,17.2159439636361,0,22.8676824407997
2022-01-08,3_PAO1_SA25923_SC5314,SA25923,PAO1,-0.0307438239430404,-2,2
2022-01-08,3_PAO1_SA25923_SC5314,SA25923,SC5314,-0.0203254553263442,-2,2
2022-01-08,3_PAO1_SA25923_SC5314,SC5314,r,0.147956229556032,-0.711022885506846,0.551934878649562
2022-01-08,3_PAO1_SA25923_SC5314,SC5314,k,10.8932486063286,0,15.7141678878853
2022-01-08,3_PAO1_SA25923_SC5314,SC5314,PAO1,0.0132880091934275,-2,2
2022-01-08,3_PAO1_SA25923_SC5314,SC5314,SA25923,0.079760269409206,-2,2
2022-01-08,3_PAO1_SA25923_SC5314_0024,PAO1,r,1.65270766467322,-0.897254847625696,2.18154998839415
2022-01-08,3_PAO1_SA25923_SC5314_0024,PAO1,k,17.9247889436029,0,23.0846515896392
2022-01-08,3_PAO1_SA25923_SC5314_0024,PAO1,SA25923,-0.0219120724246067,-2,2
2022-01-08,3_PAO1_SA25923_SC5314_0024,PAO1,SC5314,0.00939696549876832,-2,2
2022-01-08,3_PAO1_SA25923_SC5314_0024,SA25923,r,0.0181636345011272,-1.07663527748525,3.16011698325704
2022-01-08,3_PAO1_SA25923_SC5314_0024,SA25923,k,16.4265730421933,0,21.4671399966358
2022-01-08,3_PAO1_SA25923_SC5314_0024,SA25923,PAO1,-0.342853573769466,-2,2
2022-01-08,3_PAO1_SA25923_SC5314_0024,SA25923,SC5314,0.00557197359115641,-2,2
2022-01-08,3_PAO1_SA25923_SC5314_0024,SC5314,r,0.284022601169591,-0.704239123641454,0.853646781832571
2022-01-08,3_PAO1_SA25923_SC5314_0024,SC5314,k,11.4437745909154,0,15.6590222152864
2022-01-08,3_PAO1_SA25923_SC5314_0024,SC5314,PAO1,-0.44667091131632,-2,2
2022-01-08,3_PAO1_SA25923_SC5314_0024,SC5314,SA25923,0.520049534698918,-2,2
2022-01-08,3_PAO1_SA25923_SC5314_0048,PAO1,r,0.531701222073161,-1.29095626916722,3.0004620101554
2022-01-08,3_PAO1_SA25923_SC5314_0048,PAO1,k,16.3302296968029,0,23.5920032367801
2022-01-08,3_PAO1_SA25923_SC5314_0048,PAO1,SA25923,-0.0767433322655668,-2,2
2022-01-08,3_PAO1_SA25923_SC5314_0048,PAO1,SC5314,-0.0563964971139509,-2,2
2022-01-08,3_PAO1_SA25923_SC5314_0048,SA25923,r,0.0223690597078638,-1.07426442455774,3.26941080699675
2022-01-08,3_PAO1_SA25923_SC5314_0048,SA25923,k,16.5726344708731,0,22.8676824407997
2022-01-08,3_PAO1_SA25923_SC5314_0048,SA25923,PAO1,-0.13017115280662,-2,2
2022-01-08,3_PAO1_SA25923_SC5314_0048,SA25923,SC5314,-0.100001222403324,-2,2
2022-01-08,3_PAO1_SA25923_SC5314_0048,SC5314,r,0.467145331684718,-0.380069499044779,0.908070612421356
2022-01-08,3_PAO1_SA25923_SC5314_0048,SC5314,k,12.7914008464318,0,15.7141678878853
2022-01-08,3_PAO1_SA25923_SC5314_0048,SC5314,PAO1,0.11723850856901,-2,2
2022-01-08,3_PAO1_SA25923_SC5314_0048,SC5314,SA25923,0.0946170389314071,-2,2
2022-01-08,3_PAO1_SA25923_SC5314_2496,PAO1,r,0.0483192038961138,-0.34973546399332,0.0534211702404148
2022-01-08,3_PAO1_SA25923_SC5314_2496,PAO1,k,18.8208165791618,0,23.4950643105295
2022-01-08,3_PAO1_SA25923_SC5314_2496,PAO1,SA25923,0.00245371283224718,-2,2
2022-01-08,3_PAO1_SA25923_SC5314_2496,PAO1,SC5314,0.0251073152927833,-2,2
2022-01-08,3_PAO1_SA25923_SC5314_2496,SA25923,r,0.268177970957549,-1.03312592504727,1.17406043665871
2022-01-08,3_PAO1_SA25923_SC5314_2496,SA25923,k,18.5346860795702,0,23.1149914416696
2022-01-08,3_PAO1_SA25923_SC5314_2496,SA25923,PAO1,-0.00618476973229277,-2,2
2022-01-08,3_PAO1_SA25923_SC5314_2496,SA25923,SC5314,0.00537574147442289,-2,2
2022-01-08,3_PAO1_SA25923_SC5314_2496,SC5314,r,0.868760946774192,-0.568484405072676,1.28419237884162
2022-01-08,3_PAO1_SA25923_SC5314_2496,SC5314,k,10.4065835297816,0,13.3954135521634
2022-01-08,3_PAO1_SA25923_SC5314_2496,SC5314,PAO1,-0.047317556674356,-2,2
2022-01-08,3_PAO1_SA25923_SC5314_2496,SC5314,SA25923,0.0173342347020561,-2,2
2022-01-08,3_PAO1_SA25923_SC5314_4896,PAO1,r,0.25735634610816,-1.63737816578698,0.276952316300251
2022-01-08,3_PAO1_SA25923_SC5314_4896,PAO1,k,18.7042949735317,0,23.7171831645934
2022-01-08,3_PAO1_SA25923_SC5314_4896,PAO1,SA25923,-0.142102595861842,-2,2
2022-01-08,3_PAO1_SA25923_SC5314_4896,PAO1,SC5314,0.17806776453214,-2,2
2022-01-08,3_PAO1_SA25923_SC5314_4896,SA25923,r,0.377532564798322,-0.701762987377543,1.1020574040399
2022-01-08,3_PAO1_SA25923_SC5314_4896,SA25923,k,18.6594020621416,0,23.0380029428997
2022-01-08,3_PAO1_SA25923_SC5314_4896,SA25923,PAO1,0.000839408204666964,-2,2
2022-01-08,3_PAO1_SA25923_SC5314_4896,SA25923,SC5314,0.0628890849183151,-2,2
2022-01-08,3_PAO1_SA25923_SC5314_4896,SC5314,r,0.0835957605233214,-0.315793895987311,0.947163868169098
2022-01-08,3_PAO1_SA25923_SC5314_4896,SC5314,k,9.69628338070623,0,13.3260402507013
2022-01-08,3_PAO1_SA25923_SC5314_4896,SC5314,PAO1,0.144856310805255,-2,2
2022-01-08,3_PAO1_SA25923_SC5314_4896,SC5314,SA25923,-0.189104023208111,-2,2
